,text,username,tweet_id,timestamp,hashtags,screen_name,retweets,uni_handle,compound,Sentiment
107,pesuniversity @ PES University https://www.instagram.com/p/BzmwSkJH3Xw/?igshid=19wdiohhl6ipt …,universitiesbangalore.com,1147754740589182976,2019-07-07 06:30:29,[],universitiesba1,0,0.0,0.0,Neutral
108,PES University - Faculty  10+ years http://m.careerage.com/ad/h4kpim ,CareerAge.com,1147543235713101824,2019-07-06 16:30:02,[],careerage,0,0.0,0.0,Neutral
109,"ATTEND LAW INFO SESSION on May 12, 10 am. Give Your Law Education the PESU Advantage. Our five-year integrated BBA-LLB program has been designed to give graduating students an edge in the challenging, intricate and interdisciplinary world of legal issues. https://bit.ly/2LDJxkD pic.twitter.com/4fsFbykGsk",PES University,1147415025943863296,2019-07-06 08:00:34,[],PESUniversity,0,1.0,0.5719,Positive
110,"MBA OPEN HOUSE on July 7 @ 9.30 am. You and your family are invited to spend A Day on the PES Campus for MBA Open House. You will have the opportunity to tour campus and speak with: Admissions and Faculty members, Directors and members of the programs. https://pes.edu/mba pic.twitter.com/iGqZ5T8v6c",PES University,1147148641598971904,2019-07-05 14:22:03,[],PESUniversity,0,1.0,0.4215,Positive
111,"Meet Abhinav Hegde from PES University and hear about his learning journey with Crio in CSoD '19

#crioninjas #csod #criosummerofdoingpic.twitter.com/Y8SPxfz2yc",Crio.Do,1147134037233790976,2019-07-05 13:24:01,"['crioninjas', 'csod', 'criosummerofdoingpic']",crio_do,0,0.0,0.0,Neutral
112,"#PES_University_Direct_Admission University 
pesuniversity @ PES University https://www.instagram.com/p/Bzhjapnnp3E/?igshid=gcgdlavc52i5 …",universitiesbangalore.com,1147022745089314816,2019-07-05 06:01:47,['PES_University_Direct_Admission'],universitiesba1,0,0.0,0.0,Neutral
113,"@HMOKarnataka @CPBlr kindly clear the service road from PES university 100ft ring road Banashankari 3rd stage to nice road junction,help the commuters n make easy way n smooth traffic flow it’s been occupied by illegal parking of commercial trucks n used as parking for cars.",Abhilash BP,1146976963279462400,2019-07-05 02:59:52,[],bp_abhilash,2,0.0,0.7845,Positive
114,Birthday Celebrations 2019 — celebrating my birthday at PES University https://www.facebook.com/SHARATH.H.AITHAL/posts/10220416634315769 …,Sharath H Aithal,1146831784564285440,2019-07-04 17:22:59,[],real_sharath,0,0.0,0.5719,Positive
115,PES University - Faculty  10+ years http://m.careerage.com/ad/h4kpim ,CareerAge.com,1147543235713101824,2019-07-06 16:30:02,[],careerage,0,0.0,0.0,Neutral
116,"ATTEND LAW INFO SESSION on May 12, 10 am. Give Your Law Education the PESU Advantage. Our five-year integrated BBA-LLB program has been designed to give graduating students an edge in the challenging, intricate and interdisciplinary world of legal issues. https://bit.ly/2LDJxkD pic.twitter.com/4fsFbykGsk",PES University,1147415025943863296,2019-07-06 08:00:34,[],PESUniversity,0,1.0,0.5719,Positive
117,"MBA OPEN HOUSE on July 7 @ 9.30 am. You and your family are invited to spend A Day on the PES Campus for MBA Open House. You will have the opportunity to tour campus and speak with: Admissions and Faculty members, Directors and members of the programs. https://pes.edu/mba pic.twitter.com/iGqZ5T8v6c",PES University,1147148641598971904,2019-07-05 14:22:03,[],PESUniversity,0,1.0,0.4215,Positive
118,"Meet Abhinav Hegde from PES University and hear about his learning journey with Crio in CSoD '19

#crioninjas #csod #criosummerofdoingpic.twitter.com/Y8SPxfz2yc",Crio.Do,1147134037233790976,2019-07-05 13:24:01,"['crioninjas', 'csod', 'criosummerofdoingpic']",crio_do,0,0.0,0.0,Neutral
119,"#PES_University_Direct_Admission University 
pesuniversity @ PES University https://www.instagram.com/p/Bzhjapnnp3E/?igshid=gcgdlavc52i5 …",universitiesbangalore.com,1147022745089314816,2019-07-05 06:01:47,['PES_University_Direct_Admission'],universitiesba1,0,0.0,0.0,Neutral
120,"@HMOKarnataka @CPBlr kindly clear the service road from PES university 100ft ring road Banashankari 3rd stage to nice road junction,help the commuters n make easy way n smooth traffic flow it’s been occupied by illegal parking of commercial trucks n used as parking for cars.",Abhilash BP,1146976963279462400,2019-07-05 02:59:52,[],bp_abhilash,2,0.0,0.7845,Positive
121,Birthday Celebrations 2019 — celebrating my birthday at PES University https://www.facebook.com/SHARATH.H.AITHAL/posts/10220416634315769 …,Sharath H Aithal,1146831784564285440,2019-07-04 17:22:59,[],real_sharath,0,0.0,0.5719,Positive
122,38 teams from different colleges competed in solving open ended problems in data analytics in a closely contested competition for data lovers. 5 targets were given at 45 minutes interval & were evaluated by a panel of judges. https://news.pes.edu/10193 pic.twitter.com/cVlWubEtZu,PES University,1144987655152652288,2019-06-29 15:15:04,[],PESUniversity,0,1.0,0.4767,Positive
123,38 teams from different colleges competed in solving open ended problems in data analytics in a closely contested competition for data lovers. 5 targets were given at 45 minutes interval & were evaluated by a panel of judges. https://news.pes.edu/10193 pic.twitter.com/cVlWubEtZu,PES University,1144987655152652288,2019-06-29 15:15:04,[],PESUniversity,0,1.0,0.4767,Positive
124,Smaran Adarsh & Tanmay won the #AMD Best Student award for their project on Synthesis Techniques For Reversible And Quantum Circuits. The duo developed a synthesizer for realising Reversible and Quantum Circuits..  https://news.pes.edu/10204 pic.twitter.com/HMpaom94O1,PES University,1154046717202800640,2019-07-24 15:12:33,['AMD'],PESUniversity,0,1.0,0.9081,Positive
125,Smaran Adarsh & Tanmay won the #AMD Best Student award for their project on Synthesis Techniques For Reversible And Quantum Circuits. The duo developed a synthesizer for realising Reversible and Quantum Circuits..  https://news.pes.edu/10204 pic.twitter.com/HMpaom94O1,PES University,1154046717202800640,2019-07-24 15:12:33,['AMD'],PESUniversity,0,1.0,0.9081,Positive
126,The DSC Cloud Study Jam is in full swing #dscpesu #dscindia #PESUniversity @dscpesu,Varun Gupta,1152443631912964096,2019-07-20 05:02:27,"['dscpesu', 'dscindia', 'PESUniversity']",varungupta3009,0,0.0,0.0,Neutral
127,"ATTEND LAW INFO SESSION on July 21, 10 am. Give Your Law Education the PESU Advantage. Our five-year integrated BBA-LLB program has been designed to give graduating students an edge in the challenging, intricate and interdisciplinary world of legal issues. https://bit.ly/2JHqiVG pic.twitter.com/X52QQ8oSFW",PES University,1152438194673049600,2019-07-20 04:40:51,[],PESUniversity,0,1.0,0.5719,Positive
128,Just posted a photo @ PES University https://www.instagram.com/p/B0GQx9gngpGwlSF3aGjXo2YFMSW9T7CkGP00Y40/?igshid=1o8baxk8qofor …,Manjunath Huded,1152189050071199744,2019-07-19 12:10:50,[],Manjunath_huded,0,0.0,0.0,Neutral
129,The DSC Cloud Study Jam is in full swing #dscpesu #dscindia #PESUniversity @dscpesu,Varun Gupta,1152443631912964096,2019-07-20 05:02:27,"['dscpesu', 'dscindia', 'PESUniversity']",varungupta3009,0,0.0,0.0,Neutral
130,"ATTEND LAW INFO SESSION on July 21, 10 am. Give Your Law Education the PESU Advantage. Our five-year integrated BBA-LLB program has been designed to give graduating students an edge in the challenging, intricate and interdisciplinary world of legal issues. https://bit.ly/2JHqiVG pic.twitter.com/X52QQ8oSFW",PES University,1152438194673049600,2019-07-20 04:40:51,[],PESUniversity,0,1.0,0.5719,Positive
131,Just posted a photo @ PES University https://www.instagram.com/p/B0GQx9gngpGwlSF3aGjXo2YFMSW9T7CkGP00Y40/?igshid=1o8baxk8qofor …,Manjunath Huded,1152189050071199744,2019-07-19 12:10:50,[],Manjunath_huded,0,0.0,0.0,Neutral
132,"CIO Review’s Machine Learning Startups featured #pesalumni Manish Singh (MCA, 2009-12), CEO Innovators Bay. He envisions the company as an India based innovation centre that constantly creates disruptive innovative products & as a production house for multiple startups.pic.twitter.com/8Qn8sVi6rp",PES University,1143173583423672320,2019-06-24 15:06:36,['pesalumni'],PESUniversity,0,1.0,0.6486,Positive
133,Professor KN Seetharamu’s 80th Birthday Celebration was held at the PES University as part the of an International Symposium on Heat Transfer. https://mycitybeats.wordpress.com/2019/06/22/professor-kn-seetharamus-80th-birthday-celebration-was-held-at-the-pes-university-as-part-the-of-an-international-symposium-on-heat-transfer/ …pic.twitter.com/SvqB2b6IKK,Balaji,1142438756726689792,2019-06-22 14:26:39,[],krbalaji68,0,0.0,0.0,Neutral
134,"PES University is calling applications for their 5 Years Integrated BA LLB, BBA LLB and BCom LLB Programs of session 2019-20.

To apply, click here: https://tinyurl.com/y4sdltfr pic.twitter.com/vPaj6xSijR",Lawctopus,1142375925746548736,2019-06-22 10:16:59,[],Lawctopus,0,0.0,0.0,Neutral
135,Call now - Direct Admission PES University. @ PES University https://www.instagram.com/p/By_5IwmHf5u/?igshid=ajk1txlshjjf …,universitiesbangalore.com,1142285433117843456,2019-06-22 04:17:24,[],universitiesba1,0,0.0,0.0,Neutral
136,"CIO Review’s Machine Learning Startups featured #pesalumni Manish Singh (MCA, 2009-12), CEO Innovators Bay. He envisions the company as an India based innovation centre that constantly creates disruptive innovative products & as a production house for multiple startups.pic.twitter.com/8Qn8sVi6rp",PES University,1143173583423672320,2019-06-24 15:06:36,['pesalumni'],PESUniversity,0,1.0,0.6486,Positive
137,Professor KN Seetharamu’s 80th Birthday Celebration was held at the PES University as part the of an International Symposium on Heat Transfer. https://mycitybeats.wordpress.com/2019/06/22/professor-kn-seetharamus-80th-birthday-celebration-was-held-at-the-pes-university-as-part-the-of-an-international-symposium-on-heat-transfer/ …pic.twitter.com/SvqB2b6IKK,Balaji,1142438756726689792,2019-06-22 14:26:39,[],krbalaji68,0,0.0,0.0,Neutral
138,"PES University is calling applications for their 5 Years Integrated BA LLB, BBA LLB and BCom LLB Programs of session 2019-20.

To apply, click here: https://tinyurl.com/y4sdltfr pic.twitter.com/vPaj6xSijR",Lawctopus,1142375925746548736,2019-06-22 10:16:59,[],Lawctopus,0,0.0,0.0,Neutral
139,Call now - Direct Admission PES University. @ PES University https://www.instagram.com/p/By_5IwmHf5u/?igshid=ajk1txlshjjf …,universitiesbangalore.com,1142285433117843456,2019-06-22 04:17:24,[],universitiesba1,0,0.0,0.0,Neutral
140,"PES University celebrated the International #YogaDay2019 2019 with lots of enthusiasm and gaiety from 7.00am to 8.30am, today. The occasion was very well attended by over 600 students, teachers and staff organized in the Cricket grounds of #PESUniversity. https://news.pes.edu/10191 pic.twitter.com/2SXMeF22gV",PES University,1142107958140002304,2019-06-21 16:32:11,"['YogaDay2019', 'PESUniversity']",PESUniversity,3,1.0,0.8399,Positive
141,PES University Celebrates International Yoga Day – 2019. https://mycitybeats.wordpress.com/2019/06/21/pes-university-celebrates-international-yoga-day-2019/ …pic.twitter.com/1eZLeeqepT,Balaji,1141987290903982080,2019-06-21 08:32:41,[],krbalaji68,0,0.0,0.5719,Positive
142,"#Direct_Admission_In_PES_University
#Management_Quota_Admission_PES_University
#PES_University_Direct_Admission
#PES_University_management_quota_admission
pesuniversity @ PES University https://www.instagram.com/p/By9o5t9HluI/?igshid=s00p51xi4vpj …",universitiesbangalore.com,1141968258465193984,2019-06-21 07:17:04,"['Direct_Admission_In_PES_University', 'Management_Quota_Admission_PES_University', 'PES_University_Direct_Admission', 'PES_University_management_quota_admission']",universitiesba1,0,0.0,0.0,Neutral
143,Take PESSAT for LAW in your city - PES is hosting information session and entrance test in your city for interested students and their families. Take PESSAT Entrance Test on June 23 (Hyderabad & Kochi) & June 30 (Delhi & Kolkata) http://www.pessat.com/law pic.twitter.com/gsSlVqkQQp,PES University,1141733594513080320,2019-06-20 15:44:35,[],PESUniversity,0,1.0,0.4019,Positive
144,"@reliancejio No network in and around KEB Junction (near pes University) area in bengaluru from past 2 hrs. Care to respond the reason ?
@JioCare",Shashank 🇮🇳,1141583487872319488,2019-06-20 05:48:07,[],shashankb08,0,0.0,0.25,Positive
145,"PES University celebrated the International #YogaDay2019 2019 with lots of enthusiasm and gaiety from 7.00am to 8.30am, today. The occasion was very well attended by over 600 students, teachers and staff organized in the Cricket grounds of #PESUniversity. https://news.pes.edu/10191 pic.twitter.com/2SXMeF22gV",PES University,1142107958140002304,2019-06-21 16:32:11,"['YogaDay2019', 'PESUniversity']",PESUniversity,3,1.0,0.8399,Positive
146,PES University Celebrates International Yoga Day – 2019. https://mycitybeats.wordpress.com/2019/06/21/pes-university-celebrates-international-yoga-day-2019/ …pic.twitter.com/1eZLeeqepT,Balaji,1141987290903982080,2019-06-21 08:32:41,[],krbalaji68,0,0.0,0.5719,Positive
147,"#Direct_Admission_In_PES_University
#Management_Quota_Admission_PES_University
#PES_University_Direct_Admission
#PES_University_management_quota_admission
pesuniversity @ PES University https://www.instagram.com/p/By9o5t9HluI/?igshid=s00p51xi4vpj …",universitiesbangalore.com,1141968258465193984,2019-06-21 07:17:04,"['Direct_Admission_In_PES_University', 'Management_Quota_Admission_PES_University', 'PES_University_Direct_Admission', 'PES_University_management_quota_admission']",universitiesba1,0,0.0,0.0,Neutral
148,Take PESSAT for LAW in your city - PES is hosting information session and entrance test in your city for interested students and their families. Take PESSAT Entrance Test on June 23 (Hyderabad & Kochi) & June 30 (Delhi & Kolkata) http://www.pessat.com/law pic.twitter.com/gsSlVqkQQp,PES University,1141733594513080320,2019-06-20 15:44:35,[],PESUniversity,0,1.0,0.4019,Positive
149,"@reliancejio No network in and around KEB Junction (near pes University) area in bengaluru from past 2 hrs. Care to respond the reason ?
@JioCare",Shashank 🇮🇳,1141583487872319488,2019-06-20 05:48:07,[],shashankb08,0,0.0,0.25,Positive
150,Fantastic opportunity for young women between 18-23 years to interact with an enthusiastic team working to strengthen #UK-#Karnataka engagements and create #Forceforgood examples. Send in your videos. @ChristBangalore @iiscbangalore @azimpremjiuniv @PESUniversity #mountcarmelhttps://twitter.com/UKinBengaluru/status/1169175189495533568 …,reshmi ranjith,1169221408003690496,2019-09-04 12:11:21,"['UK', 'Karnataka', 'Forceforgood', 'mountcarmelhttps']",ranjithreshmi,2,0.0,0.9274,Positive
151,Just posted a photo @ PES University https://www.instagram.com/p/B19Om4LnNq9/?igshid=paxt9pxopq2q …,mew.pesu,1168932037786570752,2019-09-03 17:01:30,[],MewPesu,0,0.0,0.0,Neutral
152,"""The secret of getting ahead, is getting started."" - Mark Twain
PES ECell, the official Entrepreneurship Club of @PESUniversity , is back yet again for another iteration. We're only getting started, stay tuned to find out more!
#Entrepreneurship #StayTunedpic.twitter.com/Whwyu46zl1",PES Entrepreneurship Cell,1168904309519593472,2019-09-03 15:11:19,"['Entrepreneurship', 'StayTunedpic']",pes_ecell,2,0.0,0.0,Neutral
153,"@amitgupta007 Sir, I would like to contact you to establish a partnership between Yulu and our university, PES University - Bengaluru. Please advise on your contact details to discuss with you in details. Thank You!",Dev Mashru,1168886679131869184,2019-09-03 14:01:15,[],Dev_mashru,0,0.0,0.7644,Positive
154,"State rankings: Manipal Academy, PES University clinch top spot http://toi.in/ruLnKa96 ",TOI Bengaluru,1174099984200810496,2019-09-17 23:17:04,[],TOIBengaluru,1,0.0,0.2023,Positive
155,"TEACHERS DAY celebrations in Faculty of Architecture, PES UNIVERSITY by staff and students on 5th September. — at PES University https://www.facebook.com/1528376713/posts/10221062785749151/ …",Sharath H Aithal,1174010690543202304,2019-09-17 17:22:15,[],real_sharath,0,0.0,0.0,Neutral
156,"Get 100% guaranteed placement at top private colleges in Bangalore with Theadmissionmentor. Get Easy and Full admission process completed in just reasonable cost.
Contact Us: http://www.theadmissionmentor.com 
#BMSCollegeofEngineering
#PESUniversity
#RVCollegeOfEngineeringpic.twitter.com/OR0rap1zcd",TheAdmissionMentor,1173874997032415232,2019-09-17 08:23:03,"['BMSCollegeofEngineering', 'PESUniversity', 'RVCollegeOfEngineeringpic']",admissionmentr,0,0.0,0.5719,Positive
157,PES University has been ranked #1 among the new universities category under the Karnataka State Universities Rating Framework 2019. @TOIBengaluru @PESUniversity,Sruthy Susan Ullas,1173867269144772608,2019-09-17 07:52:21,['1'],SruthySUllasTOI,0,0.0,0.0,Neutral
158,"PES University 2020 Application Form, Registration, Eligibility – Apply Here https://ift.tt/34NSoal 
PES University 2020 Application Form is starting from 3rd October 2019. Candidates can fill their application form by online mode. PES University conducts PESSAT (PES Scholasti… pic.twitter.com/CFhVfdNTjR",Eduport,1173843388455694336,2019-09-17 06:17:27,[],Eduportplus,0,0.0,0.0,Neutral
159,Sir M vishweshwaraiah – The celebrations of Engineers Day on 16th of September 2019 @ PES University. https://mycitybeats.wordpress.com/2019/09/17/sir-m-vishweshwaraiah-the-celebrations-of-engineers-day-on-16th-of-september-2019-pes-university/ …pic.twitter.com/fRvio4vcth,Balaji,1173761896899465216,2019-09-17 00:53:38,[],krbalaji68,0,0.0,0.0,Neutral
160,"Message by Team Ninaada: Team Ninaada would like to welcome all music lovers to it's first chamber concert for this academic year! The concert is a Hindustani Classical vocal baithak & is on Sep 17, 4-6pm. We request everyone to come in large numbers & enjoy this musical evening.pic.twitter.com/blDMWmtNbB",PES University,1173618339035222016,2019-09-16 15:23:11,[],PESUniversity,1,1.0,0.908,Positive
161,Repeated traffic jams in front of PES university.purely due to the vehicles entering college or vehicles coming for dropping students. This is causing a lot of disruption to regular commuters. occurred today as well at 8.10am. please take actions @blrcitytraffic @PESUniversity pic.twitter.com/t006Rhr9lX,Shruthi,1173444884042174464,2019-09-16 03:53:56,[],Shruthi_Manu,0,0.0,0.2263,Positive
162,"We are recruiting! Apply to be a part of the Core Team at http://bit.ly/dscpesu-recruitment-19 …

Only for the Students of PES University, Ring Road Campus. pic.twitter.com/q2Pf1Yr8d0",DSC PESU,1173278182629236736,2019-09-15 16:51:31,[],dscpesu,1,1.0,0.0,Neutral
163,"Industry Visit to Big Banyan Winery: Students of hospitality program got an opportunity to get a first hand experience of wine making procedures, grape varietals & pairing cheese with wines. https://news.pes.edu/10224 pic.twitter.com/rabVKUuqpG",PES University,1173240359263956992,2019-09-15 14:21:14,[],PESUniversity,0,1.0,0.7184,Positive
164,"State rankings: Manipal Academy, PES University clinch top spot http://toi.in/ruLnKa96 ",TOI Bengaluru,1174099984200810496,2019-09-17 23:17:04,[],TOIBengaluru,1,0.0,0.2023,Positive
165,"TEACHERS DAY celebrations in Faculty of Architecture, PES UNIVERSITY by staff and students on 5th September. — at PES University https://www.facebook.com/1528376713/posts/10221062785749151/ …",Sharath H Aithal,1174010690543202304,2019-09-17 17:22:15,[],real_sharath,0,0.0,0.0,Neutral
166,"Get 100% guaranteed placement at top private colleges in Bangalore with Theadmissionmentor. Get Easy and Full admission process completed in just reasonable cost.
Contact Us: http://www.theadmissionmentor.com 
#BMSCollegeofEngineering
#PESUniversity
#RVCollegeOfEngineeringpic.twitter.com/OR0rap1zcd",TheAdmissionMentor,1173874997032415232,2019-09-17 08:23:03,"['BMSCollegeofEngineering', 'PESUniversity', 'RVCollegeOfEngineeringpic']",admissionmentr,0,0.0,0.5719,Positive
167,PES University has been ranked #1 among the new universities category under the Karnataka State Universities Rating Framework 2019. @TOIBengaluru @PESUniversity,Sruthy Susan Ullas,1173867269144772608,2019-09-17 07:52:21,['1'],SruthySUllasTOI,0,0.0,0.0,Neutral
168,"PES University 2020 Application Form, Registration, Eligibility – Apply Here https://ift.tt/34NSoal 
PES University 2020 Application Form is starting from 3rd October 2019. Candidates can fill their application form by online mode. PES University conducts PESSAT (PES Scholasti… pic.twitter.com/CFhVfdNTjR",Eduport,1173843388455694336,2019-09-17 06:17:27,[],Eduportplus,0,0.0,0.0,Neutral
169,Sir M vishweshwaraiah – The celebrations of Engineers Day on 16th of September 2019 @ PES University. https://mycitybeats.wordpress.com/2019/09/17/sir-m-vishweshwaraiah-the-celebrations-of-engineers-day-on-16th-of-september-2019-pes-university/ …pic.twitter.com/fRvio4vcth,Balaji,1173761896899465216,2019-09-17 00:53:38,[],krbalaji68,0,0.0,0.0,Neutral
170,"Message by Team Ninaada: Team Ninaada would like to welcome all music lovers to it's first chamber concert for this academic year! The concert is a Hindustani Classical vocal baithak & is on Sep 17, 4-6pm. We request everyone to come in large numbers & enjoy this musical evening.pic.twitter.com/blDMWmtNbB",PES University,1173618339035222016,2019-09-16 15:23:11,[],PESUniversity,1,1.0,0.908,Positive
171,Repeated traffic jams in front of PES university.purely due to the vehicles entering college or vehicles coming for dropping students. This is causing a lot of disruption to regular commuters. occurred today as well at 8.10am. please take actions @blrcitytraffic @PESUniversity pic.twitter.com/t006Rhr9lX,Shruthi,1173444884042174464,2019-09-16 03:53:56,[],Shruthi_Manu,0,0.0,0.2263,Positive
172,"We are recruiting! Apply to be a part of the Core Team at http://bit.ly/dscpesu-recruitment-19 …

Only for the Students of PES University, Ring Road Campus. pic.twitter.com/q2Pf1Yr8d0",DSC PESU,1173278182629236736,2019-09-15 16:51:31,[],dscpesu,1,1.0,0.0,Neutral
173,"Industry Visit to Big Banyan Winery: Students of hospitality program got an opportunity to get a first hand experience of wine making procedures, grape varietals & pairing cheese with wines. https://news.pes.edu/10224 pic.twitter.com/rabVKUuqpG",PES University,1173240359263956992,2019-09-15 14:21:14,[],PESUniversity,0,1.0,0.7184,Positive
174,"Technical sessions on latest developments in CAE: Students of Mech Engineering got an opportunity to participate in sessions on the latest developments & real case applications on various CAE disciplines & industries, of ANSA, EPILYSIS, META and SPDRM.. https://news.pes.edu/10222 pic.twitter.com/3cVtaosoUC",PES University,1171778247106813952,2019-09-11 13:31:19,[],PESUniversity,0,1.0,0.4215,Positive
175,"1st & 2nd year students from PES University visited the exhibition SYNERGIES : The Bihar Museum | Narratives of _opolis at the @InCITEGallery ,today. More groups of students are expected on the next 4 days. Schedule a visit for your group, contact us via phone/email.pic.twitter.com/KLoNj1aUUp",InCITE,1171735467898765312,2019-09-11 10:41:19,[],InCITEGallery,0,0.0,0.0,Neutral
176,Have you visited the @ieee_pes University site lately? It's got a fresh new look and great continuing #education resources waiting just for you. Come check it out now and see everything it has to offer at: http://bit.ly/IEEEPESUniversity …pic.twitter.com/XRLv1LnWIu,IEEE PES,1171176205867003904,2019-09-09 21:39:01,['education'],ieee_pes,1,0.0,0.7506,Positive
177,Meet. Greet. Connect. @PESUniversity pic.twitter.com/iMXAuTbCvt,PES Entrepreneurship Cell,1171097708175622144,2019-09-09 16:27:06,[],pes_ecell,0,0.0,0.3182,Positive
178,"#blockchain is not just for techies

@birthvenue @EconomicTimes #birthvenueupskilling #blockchaintraining @PESUniversity @iScholarEd @teamhiration @EckovationApphttps://economictimes.indiatimes.com/jobs/blockchain-is-not-just-for-techies/articleshow/70653732.cms …",Birthvenue,1170962542929297408,2019-09-09 07:30:00,"['blockchain', 'birthvenueupskilling', 'blockchaintraining']",birthvenue,0,0.0,0.0,Neutral
179,"Education is the most powerful weapon which you can use to change the world.
-Nelson Mandela

We are thankful to Rotaract Club of PES University for their generous donation of note books for rural schools on 5th… https://www.instagram.com/p/B2LkIX4ARhc/?igshid=1eifvprv9xifv …",Ripples of Change Foundation,1170949702839341056,2019-09-09 06:38:59,[],ROCF__,0,0.0,0.8232,Positive
180,"Students from SJB School of Arch, BMS College of Arch, PES University visited the exhibition last weekend. The exh is open for viewing from 10AM to 7PM until 15th Sept 2019. Do contact us in advance via phone/ email, if you or your students plan a study tour of the exhibition. pic.twitter.com/KFmCvuDcUM",InCITE,1170944229423501312,2019-09-09 06:17:14,[],InCITEGallery,0,0.0,0.0,Neutral
181,"Technical sessions on latest developments in CAE: Students of Mech Engineering got an opportunity to participate in sessions on the latest developments & real case applications on various CAE disciplines & industries, of ANSA, EPILYSIS, META and SPDRM.. https://news.pes.edu/10222 pic.twitter.com/3cVtaosoUC",PES University,1171778247106813952,2019-09-11 13:31:19,[],PESUniversity,0,1.0,0.4215,Positive
182,"1st & 2nd year students from PES University visited the exhibition SYNERGIES : The Bihar Museum | Narratives of _opolis at the @InCITEGallery ,today. More groups of students are expected on the next 4 days. Schedule a visit for your group, contact us via phone/email.pic.twitter.com/KLoNj1aUUp",InCITE,1171735467898765312,2019-09-11 10:41:19,[],InCITEGallery,0,0.0,0.0,Neutral
183,Have you visited the @ieee_pes University site lately? It's got a fresh new look and great continuing #education resources waiting just for you. Come check it out now and see everything it has to offer at: http://bit.ly/IEEEPESUniversity …pic.twitter.com/XRLv1LnWIu,IEEE PES,1171176205867003904,2019-09-09 21:39:01,['education'],ieee_pes,1,0.0,0.7506,Positive
184,Meet. Greet. Connect. @PESUniversity pic.twitter.com/iMXAuTbCvt,PES Entrepreneurship Cell,1171097708175622144,2019-09-09 16:27:06,[],pes_ecell,0,0.0,0.3182,Positive
185,"#blockchain is not just for techies

@birthvenue @EconomicTimes #birthvenueupskilling #blockchaintraining @PESUniversity @iScholarEd @teamhiration @EckovationApphttps://economictimes.indiatimes.com/jobs/blockchain-is-not-just-for-techies/articleshow/70653732.cms …",Birthvenue,1170962542929297408,2019-09-09 07:30:00,"['blockchain', 'birthvenueupskilling', 'blockchaintraining']",birthvenue,0,0.0,0.0,Neutral
186,"Education is the most powerful weapon which you can use to change the world.
-Nelson Mandela

We are thankful to Rotaract Club of PES University for their generous donation of note books for rural schools on 5th… https://www.instagram.com/p/B2LkIX4ARhc/?igshid=1eifvprv9xifv …",Ripples of Change Foundation,1170949702839341056,2019-09-09 06:38:59,[],ROCF__,0,0.0,0.8232,Positive
187,"Students from SJB School of Arch, BMS College of Arch, PES University visited the exhibition last weekend. The exh is open for viewing from 10AM to 7PM until 15th Sept 2019. Do contact us in advance via phone/ email, if you or your students plan a study tour of the exhibition. pic.twitter.com/KFmCvuDcUM",InCITE,1170944229423501312,2019-09-09 06:17:14,[],InCITEGallery,0,0.0,0.0,Neutral
188,"Supporting flood relief programmes: PES University donated Rs. 1 Crore to the Flood Relief fund of Karnataka. Dr. M R Doreswamy, Chancellor and Prof. D Jawahar, Pro Chancellor presented the cheque to Chief Minister of Karnataka Sri BS Yeddyurappa. https://news.pes.edu/10227 pic.twitter.com/Ur55fiwQ9N",PES University,1176136189109141504,2019-09-23 14:08:13,[],PESUniversity,0,1.0,0.8442,Positive
189,"PES University Admission 2020: Application, Dates, Eligibility, PESSAT https://ift.tt/2V9WmFQ 
PES University Admission 2020 Registration is starting from 3rd October 2019. It will be organized by PES University. PES University is a private university situated in Bengaluru, In… pic.twitter.com/Er3zWJmNZn",Eduport,1176047058639368192,2019-09-23 08:14:03,[],Eduportplus,0,0.0,0.0,Neutral
190,"Number One KSURF ranking for #PESUniversity: PES University emerged as the number one University under the category of New Universities, under 5 years, in Karnataka State Universities Rating Framework (KSURF) 2019 published recently. pic.twitter.com/AoBRtDUI0I",PES University,1175770124575330304,2019-09-22 13:53:37,['PESUniversity'],PESUniversity,4,1.0,0.1531,Positive
191,"Supporting flood relief programmes: PES University donated Rs. 1 Crore to the Flood Relief fund of Karnataka. Dr. M R Doreswamy, Chancellor and Prof. D Jawahar, Pro Chancellor presented the cheque to Chief Minister of Karnataka Sri BS Yeddyurappa. https://news.pes.edu/10227 pic.twitter.com/Ur55fiwQ9N",PES University,1176136189109141504,2019-09-23 14:08:13,[],PESUniversity,0,1.0,0.8442,Positive
192,"PES University Admission 2020: Application, Dates, Eligibility, PESSAT https://ift.tt/2V9WmFQ 
PES University Admission 2020 Registration is starting from 3rd October 2019. It will be organized by PES University. PES University is a private university situated in Bengaluru, In… pic.twitter.com/Er3zWJmNZn",Eduport,1176047058639368192,2019-09-23 08:14:03,[],Eduportplus,0,0.0,0.0,Neutral
193,"Number One KSURF ranking for #PESUniversity: PES University emerged as the number one University under the category of New Universities, under 5 years, in Karnataka State Universities Rating Framework (KSURF) 2019 published recently. pic.twitter.com/AoBRtDUI0I",PES University,1175770124575330304,2019-09-22 13:53:37,['PESUniversity'],PESUniversity,4,1.0,0.1531,Positive
194,Congratulations @ingeniushack and @PESUniversity on a successful event this weekend. Your hospitality was top notch and we loved our time there. @abhi_kc @meeranagaraj @signarafhttps://twitter.com/ingeniushack/status/1196420875295150081 …,DATAIKEN - Integrated AI & ML Automation Platform,1196503415284588544,2019-11-18 19:00:18,[],dataiken,3,0.0,0.9246,Positive
