,Tweet_text,date,username,retweets,uni_handle,compound,Sentiment
3093,IIT Delhi start-up launches ‘Reusable #Antimicrobial #Mask’ @iitdelhi @indianscinews,2020-05-07 10:37:32+00:00,BioTech_Times,0,0.0,0.0,Neutral
3094,PNB Housing Finance signs pact with #IITDelhi to develop PPE kits for healthcare workers https://www.moneycontrol.com/news/india/pnb-housing-finance-signs-pact-with-iit-delhi-to-develop-ppe-kits-for-healthcare-workers-5230371.html/amp,2020-05-07 10:08:19+00:00,iitdelhi,12,1.0,0.0,Neutral
3095,@RailMinIndia @WesternRly @RailwaySeva @KonkanRailway @Central_Railway @PMOIndia Come On; we can do better than this. @iitdelhi @iitbombay @iitmadras @IITKanpur @IITKgp can help in robust robotic designs.,2020-05-07 09:47:47+00:00,joezener,0,0.0,0.7906,Positive
3096,This guy needs to study Basic Maths. Understand he is @iitdelhi product. Hus Maths teacher must be hanging head in Shame.,2020-05-07 09:43:57+00:00,manojtjha,0,0.0,-0.4767,Negative
3097,"@iitdelhi @IITKgp @iitmadras @IITKanpur I'm Adocate and I have made and using UVC Disinfectant Box at home to disinfect the grocery items, vegetables, books, currency. We have use 11W 254nm tube and copper citrate coated reflector inside the Box. Auto off on. Any suggestions.",2020-05-07 09:22:05+00:00,dharamvirAnaria,0,0.0,0.0,Neutral
3098,"Meat can not be natural food for humans. Not only vegans, even nonvegans know that it is not natural to eat meat. I am sharing view of Highly qualified Indian monk (IIT Delhi Btech &amp; PGDM IIM, Calcutta, India) ",2020-05-07 09:02:20+00:00,DrPradipPaulPhD,0,0.0,-0.1078,Negative
3099,DC Tawang today had a review meeting with NGOs and public leaders of Tawang district regarding lockdown3 in the district @PemaKhanduBJP @TseringTashis @CSArunachal @gupta_iitdelhi @MyGovArunachal @ArunachalDIPR,2020-05-07 08:49:00+00:00,diprotawang,1,0.0,0.0,Neutral
3100,Great work by @iitdelhi and students. Implementation of knowlede at right time. Hope we have large number of this type of busses. ,2020-05-07 07:57:52+00:00,bharatsinhjibjp,4,0.0,0.8074,Positive
3101,"Yes, I watched your demonstration on YouTube and found it to be quite interesting. I believe, what gives it an upper hand, especially now, is its pricing- your masks cost around 150 rupees where N95s cost around 350-400, which is more than your price doubled.",2020-05-07 07:55:29+00:00,aneekd7,0,0.0,0.8516,Positive
3102,IIT Delhi start-up launches ‘Reusable Antimicrobial Mask’ https://www.researchstash.com/2020/05/07/iit-delhi-start-up-launches-reusable-antimicrobial-mask/#.XrO-MH6mPnA.twitter via @ResearchStash,2020-05-07 07:52:59+00:00,ResearchStash,2,0.0,0.0,Neutral
3103,"Special Thanks to Prof Thomas, Adjunct Professor, IIT Delhi &amp; Indian Institute of Management. Shree Sasikumar Gendham, Managing Director of SALCOMP Pvt Ltd. For Participating and your valuable input in THINK TANK ON COVID19 organised by National Youth Council of India. ",2020-05-07 07:52:41+00:00,NYCI4India,0,0.0,0.8271,Positive
3104,"AIIMS ,IGIB ,IIT delhi they do lot of collaborative work IGIB done some fantastic work on TB over the the past 20-30 years and they pioneered genomics in india when most places in india barely have resources to set up basic instruments",2020-05-07 07:17:14+00:00,pes2020_maverik,0,0.0,0.5574,Positive
3105,Where to buy them?,2020-05-07 07:02:01+00:00,ReddySivaprasad,0,0.0,0.0,Neutral
3106,"For more information, please visit: http://nanosafesolutions.com",2020-05-07 06:58:46+00:00,iitdelhi,2,1.0,0.3774,Positive
3107,Proud moment for us thanks @iitdelhi ,2020-05-07 06:58:03+00:00,techtonicindia,0,0.0,0.7184,Positive
3108,"*RDA AIIMS has facilitated donation of 1000 face shields to AIIMS, New Delhi* from *ENACTUS* an association run by *IIT Delhi* more will be donated in coming days. http://enactusiitd.org Dr. Srinivas Rajkumar T General Secretary RDA, AIIMS New Delhi 9560371775",2020-05-07 06:46:30+00:00,srinivasaiims,1,0.0,0.0,Neutral
3109,"Exclusive Interview Dr. Sharad Pachpute CFD Engineer Ph.D, http://M.Tech. (IIT, Delhi) Pune, Maharashtra http://educlasses.co.in/interview-dr-sharad-pachpute-cfd-engineer-iit-delhi-pune-maharashtra.html #interview #drsharadpachpute #cfdengineer #burner #education #iitdelhi #blog #phd #mtech #mechanical #pune #maharashtra",2020-05-07 06:39:23+00:00,MiteshSLS,1,0.0,0.128,Positive
3110,"IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ An antimicrobial and washable face mask, reusable up to 50 launderings has been launched by an IIT Delhi startup. http://www.developmentchannel.org/2020/05/07/2-213/",2020-05-07 06:36:26+00:00,DevChanl,0,0.0,0.128,Positive
3111,"@iiscbangalore @HBCSE_TIFR @iitdelhi This was my idea which was shared on 8 April, explaining with the help of the flowchart. Please, have a look.",2020-05-07 06:32:05+00:00,crazyboy_int,0,0.0,0.7506,Positive
3112,"STARTUP TRACKER: An @iitdelhi start-up ""Nanosafe Solutions"" has launched an antimicrobial and washable #facemask ""NSafe"", which is reusable up to 50 launderings, thus greatly cutting down the cost of use. More: https://www.biovoicenews.com/iit-delhi-start-up-launches-reusable-antimicrobial-mask/ via @BioVoiceNews @indianscinews",2020-05-07 06:30:22+00:00,BiovoiceNews,2,0.0,0.1045,Positive
3113,This is not a new idea. I had shared this idea with a better way to use pool testing last month to the government but no one responded. @iiscbangalore @iitdelhi ,2020-05-07 06:27:44+00:00,crazyboy_int,0,0.0,-0.0387,Neutral
3114,Kadhi Chawal Combo Ghar Jaisa Khana.. Meal for 2@Rs.250/- Only #dilli6onwheels #dilli6onwheels_jiasarai With 2 Outlets in Delhi and Gurgaon Order Online: #Swiggy &amp; #zomato #reliancejio #amazonindia #gurgaon #medanta #instagram #twitter #ihedu #iitdelhi #AIIMS #delhiuniversity,2020-05-07 06:16:18+00:00,Dilli6Onwheel_s,0,0.0,0.0,Neutral
3115,"Happy Buddha Purnima. Priviliged to read Dhammapada and Pali literature. Sharing a pearl of wisdom from dhammapada: Conquer the angry one by love-kindness, conquer the wicked by goodness; conquer the stingy by generosity, and the liar by speaking the truth!",2020-05-07 06:00:06+00:00,gupta_iitdelhi,5,0.0,0.7345,Positive
3116,All intelectual people efforts and Your efforts help us to over come from covid-19.. Hope We will go for good day soon ,2020-05-07 05:45:26+00:00,MuktarA51265030,0,0.0,0.8176,Positive
3117,IIT Delhi start-up launches ‘Reusable Antimicrobial Mask’: https://www.organiser.org/Encyc/2020/5/7/IIT-Delhi-start-up-launches-Reusable-Antimicrobial-Mask.html via @eOrganiser,2020-05-07 05:44:06+00:00,eOrganiser,4,0.0,0.0,Neutral
3118,"IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ named ""NanoSafe Solutions (NSafe Mask)"" ",2020-05-07 05:37:05+00:00,SanchayShobhane,0,0.0,0.1779,Positive
3119,PNB Housing #Finance signed MoU with IIT Delhi to support critical R&amp;D in #developing reusable #PPEs kits Read More: https://bit.ly/3dlDGeg @projects_today #news #ProjectUpdates #NewProjects @iitdelhi #PNBHFL #prototype @TexMinIndia,2020-05-07 05:33:58+00:00,projects_today,3,0.0,0.1027,Positive
3120,What's problem in simple Pure Cotton cloth mask? Only its picks per inches should be proper to stop contaminated air porcolate in,2020-05-07 05:07:26+00:00,ChoudhariJiten,1,0.0,-0.5994,Negative
3121,IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ https://www.hindustantimes.com/education/iit-delhi-startup-launches-reusable-antimicrobial-mask/story-dcFcGFjosObxvJXIzG0VUN.html,2020-05-07 04:56:45+00:00,htTweets,7,0.0,0.0,Neutral
3122,Girls PG in Jia Sarai #lalajispg Comfortable Stay with Homemade Food Served at your Room!!! @8100/- pm Includes: Accommodation &amp; 2 Meals Call: 9873373745 #delhiuniversity #jnu #fiitjee #nift #iitdelhi #foreschoolofmanagement #ihedu #aiims #jiasarai – at IIT - DELHI,2020-05-07 04:51:09+00:00,LalajiPg,0,0.0,0.6341,Positive
3123,IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ ,2020-05-07 04:48:59+00:00,HindustanTimes,0,0.0,0.0,Neutral
3124,"@DrRPNishank #education @iitdelhi @iitbombay IIT,Goa a new technical institution is soon to be established!",2020-05-07 04:47:31+00:00,Knowledge_24,0,0.0,0.0,Neutral
3125,IIT Delhi start-up launches ‘Reusable Antimicrobial Mask’: https://www.organiser.org/Encyc/2020/5/7/IIT-Delhi-start-up-launches-Reusable-Antimicrobial-Mask.html via @eOrganiser,2020-05-07 04:45:41+00:00,pvaidyaraj,0,0.0,0.0,Neutral
3126,"""A boat is safe in a harbour but it is not ment to stand there"" #MorningRushATL #MotivationalQuotes #Covid_19 #lockdown #StayHome #jee #iitjee #IITDelhi #Unacademy #namokaul #JEEMain #jeeadva #StayHomeStaySafe",2020-05-07 04:42:15+00:00,IshagraS,0,0.0,0.2382,Positive
3127,Dilli6 Ke Paranthe Ghar Jaisa Khana.. Meal for 2@Rs.250/- Only #dilli6onwheels #dilli6onwheels_jiasarai With 2 Outlets in Delhi and Gurgaon Order Online: #Swiggy &amp; #zomato #reliancejio #amazonindia #gurgaon #medanta #instagram #twitter #ihedu #iitdelhi #AIIMS #delhiuniversity,2020-05-07 04:41:33+00:00,_dilli6onwheels,0,0.0,0.0,Neutral
3128,"The washable antimicrobial mask #NSafe that complies with ASTM standards of breathability &amp; splash resistance developed by Nanosafe Solutions, a startup at @IITDelhi, is a laudable innovation to address the challenges of shortage of high-quality masks.",2020-05-07 04:34:51+00:00,Omkar_Raii,224,0.0,0.3818,Positive
3129,Heartiest congratulations to all the team members.hope all the team members would be doing great in the panademic covid 19. The invention would be a benchmark in the marsh of the overrated market.,2020-05-07 04:22:53+00:00,abhishe26629440,0,0.0,0.8402,Positive
3130,IIT Delhi start-up launches ‘Reusable Antimicrobial Mask’ https://www.organiser.org/Encyc/2020/5/7/IIT-Delhi-start-up-launches-Reusable-Antimicrobial-Mask.html,2020-05-07 04:20:04+00:00,OrganiserWeekly,0,0.0,0.0,Neutral
3131,@physicsJ @IITKanpur @iitdelhi please answer it in some question we take exponent of denominator positive and in other we take it negative; what is applicable in all questions??,2020-05-07 04:16:54+00:00,vinayak43377766,1,0.0,0.3736,Positive
3132,#CoronaFight PNB Housing joins hands with IIT Delhi to support scientific research to fight Corona PNBHF has signed an MoU with @iitdelhi to support critical scientific research of ‘KAWACH team’ in developing sustainable and reusable PPE kits https://psuwatch.com/pnb-housing-joins-hands-with-iit-delhi-to-support-scientific-research,2020-05-07 04:11:45+00:00,PsuWatch,0,0.0,0.128,Positive
3133,Dilli6 Veg Combo Ghar Jaisa Khana.. Meal for 2@Rs.250/- Only #dilli6onwheels #dilli6onwheels_jiasarai With 2 Outlets in Delhi and Gurgaon Order Online: #Swiggy &amp; #zomato #reliancejio #amazonindia #gurgaon #medanta #instagram #twitter #ihedu #iitdelhi #AIIMS #delhiuniversity,2020-05-07 03:22:06+00:00,dilli6onwheels,0,0.0,0.0,Neutral
3134,Great work. This should be a project for Mechanical Engineers students. Some university should take it as a challenge and reproduce with different ways to shows the world its technology involved @RNTata2000 @iitdelhi,2020-05-07 03:18:18+00:00,sumitfine,0,0.0,0.6597,Positive
3135,A washable mask from IIT Delhi Startup: Please visit: http://nanosafesolutions.com IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ | Indian Institute of Technology Delhi http://www.iitd.ac.in/content/iit-delhi-startup-launches-%E2%80%98reusable-antimicrobial-mask%E2%80%99 @DrRPNishank @iitdelhi ,2020-05-07 03:17:46+00:00,ramgopal_rao,14,0.0,0.3182,Positive
3136,IF CONGRESS HAS DONE EVERYTHING IN 70 YEARS THEN 1.WHY MY COUNTRY IS STILL POOR 2.WHY INDIA IS STILL UNEDUCATED 3.WHY INDIA IS STILL OVERPOPULATED. 4.WHY INDIA IS STILL SO CORRUPT 5.WHY NO UNIFORM CIVIL CODE FOR EVERY CITIZENS. MANY QUESTIONS ARE THERE.,2020-05-07 03:15:22+00:00,SAMIRKMPLC,0,0.0,-0.8266,Negative
3137,IIT Delhi start-up launches ‘Reusable Antimicrobial Mask’: https://www.organiser.org/Encyc/2020/5/7/IIT-Delhi-start-up-launches-Reusable-Antimicrobial-Mask.html via @eOrganiser,2020-05-07 02:11:38+00:00,NITINJO51699293,0,0.0,0.0,Neutral
3138,"@iitdelhi @iitbombay @iitmadras @IITKgp @IITKanpur @IIMAhmedabad @IIM_Bangalore @IIML @IIMKozhikode @IIM_Calcutta Does IIT &amp; IIM creating Talent , brilliant Candidates or Polishing , Repacking with Certificate &amp; Stamping on it that candidate is brilliant n talented ????",2020-05-07 01:47:45+00:00,rssbtex_rs,0,0.0,0.9506,Positive
3139,Thanks for the complement.,2020-05-07 00:48:19+00:00,rishi_dayanand,0,0.0,0.4404,Positive
3140,PNB Housing Finance Limited signs MoU with IIT Delhi to develop reusable PPE kits ,2020-05-06 23:07:08+00:00,currentaffairh1,0,0.0,-0.2263,Negative
3141,IIT-Delhi startup launches reusable antimicrobial mask #IITDelhi #mask,2020-05-06 21:48:15+00:00,thenglishpost,0,0.0,0.0,Neutral
3142,"Wow, you’re really smart! Stupidity’s not a crime, so feel free to go. And btw it is kind of hilarious watching you try to fit your entire vocabulary into one sentence. ",2020-05-06 20:51:48+00:00,AaquibPthan,0,0.0,0.9566,Positive
3143,IIT Delhi startup launches reusable mask for Covid-19 protection ,2020-05-06 19:52:03+00:00,alok_kabra,0,0.0,0.0,Neutral
3144,#IITDelhi start-up has launched an antimicrobial and washable face mask #NSafe #COVID19 #NanosafeSolutions @indianscinews #IndiaFightsCorona #facemask #Reusable @NanosafeS @iitdelhi @_fitt2014 #startups @startupindia #MakeInIndia,2020-05-06 19:47:24+00:00,Delhipostnews,5,0.0,0.128,Positive
3145,Hi bro... how are you @gupta_iitdelhi ?,2020-05-06 18:41:05+00:00,FunKeyBaat,0,0.0,0.0,Neutral
3146,Those who knows duty hours nd how extensive a job of cop will always give 10 on 10 fr this service.,2020-05-06 18:40:59+00:00,vineet6504,0,0.0,0.0,Neutral
3147,http://Vernacular.ai secures Series A round of $5.1 mn from investors http://thecambaypost.com/2020/05/06/vernacular-ai-secures-series-a-round-of-5-1-mn-from-investors/ @ExfinityVP @Kalaari @iitdelhi,2020-05-06 17:45:54+00:00,thecambaypost,0,0.0,0.3182,Positive
3148,@CSIR_IND @IndiaDST @iitdelhi @IITKgp sir we have developed a prototype of mask YouTube link. https://youtu.be/1zH4Y4mSoEY This type of technology can be used to fight against #COVID19 help us to develop the technology. We are budding engineers with a solution for masks.,2020-05-06 17:31:22+00:00,AritraDhar7,0,0.0,0.34,Positive
3149,Not here to get a certificate of my mental capabilities... IIT delhi gave me that long time back.,2020-05-06 17:28:54+00:00,PatriotAggarwal,0,0.0,0.0,Neutral
3150,"(DST), Govt. of India. Dr. Ashish Kumar Mishra with his group, has made significant achievements in developing nanomaterials based supercapacitors to achieve high energy density and power density of supercapacitors. @IndiaDST @iitdelhi ",2020-05-06 17:25:04+00:00,indiaties,0,0.0,0.4404,Positive
3151,We are very happy today. We have launched NSafe mask which is an antimicrobial and reusable mask. Can place your order directly with our website. Let us do our bit to contain COVID 19. @iitdelhi @_fitt2014,2020-05-06 17:05:21+00:00,NanosafeS,4,0.0,0.6697,Positive
3152,IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ – Times of India ,2020-05-06 16:54:39+00:00,Vsplusonline,0,0.0,0.0,Neutral
3153,New post (IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ - Times of India) has been published on ApzWeb - https://apzweb.com/iit-delhi-startup-launches-reusable-antimicrobial-mask-times-of-india/,2020-05-06 16:54:32+00:00,Vsplusonline,0,0.0,0.0,Neutral
3154,"IIT Delhi alumnus, professor jointly develop reusable 'anti-microbial mask' to fight coronavirus https://nzzl.us/bsaK7bN via @nuzzel",2020-05-06 16:40:49+00:00,arvindmahajan,0,0.0,-0.3818,Negative
3155,IIT Delhi startup launches 'Reusable Antimicrobial Mask' ,2020-05-06 16:39:49+00:00,dev_discourse,1,0.0,0.0,Neutral
3156,"May i suggest an cheap alternative?? Use leaf bluetooth in earphones..... Ipx4 rating as well as has been going on for me for the last 2.5+ years...... Sound is amazing and this product had been made by student of iit delhi, cost is around 2k Other ones are TAGG around 3k range",2020-05-06 16:32:08+00:00,Sarbbajit,0,0.0,0.7399,Positive
3157,IIT Delhi start-up launches ‘Reusable Antimicrobial Mask’ https://indusscrolls.com/iit-delhi-start-up-launches-reusable-antimicrobial-mask/ @indianscinews @usm_1984,2020-05-06 15:49:06+00:00,indusscrolls,1,0.0,0.0,Neutral
3158,Sir my mask has been selected in two compition one at Samadhan by MHRD and at hack the crisis by fcci Flo Pune. But we could not make to the finals. I am sure that my prototype will be successful in helping a lot of front line workers. But I need some help.,2020-05-06 15:23:39+00:00,AritraDhar7,0,0.0,0.9178,Positive
3159,I have developed a similar type of mask. I am an engineering student of 3rd year please take my recognition. I also wanted to showcase my prototype. I would love to showcase and work with you on a similar concept.,2020-05-06 15:20:06+00:00,AritraDhar7,0,0.0,0.7579,Positive
3160,Dilli6 Veg Combo Ghar Jaisa Khana.. Meal for 2@Rs.250/- Only #dilli6onwheels #dilli6onwheels_jiasarai With 2 Outlets in Delhi and Gurgaon Order Online: #Swiggy &amp; #zomato #reliancejio #amazonindia #gurgaon #medanta #instagram #twitter #ihedu #iitdelhi #AIIMS #delhiuniversity,2020-05-06 15:13:18+00:00,dilli6onwheels,0,0.0,0.0,Neutral
3161,"•Police complaint filed against Amish devgan for spreading fake news •India’s service activity sinks at historic rate in April 2020, PMI at 5.4 •Global recovery from Covid19 pass 12.5 Lakh mark on 06.05.20 •IIT Delhi startup launches Reusable Mask for Covid19 protection",2020-05-06 15:05:36+00:00,SunoRishi,8,0.0,-0.6486,Negative
3162,@DRDO_India @iitdelhi @iitdaa @iitbombay @IITKgp @iitmadras @IITGuwahati Is true someone from you working on JET SUIT ? where human can fly with JET SUIT.,2020-05-06 14:53:53+00:00,kathaitb,0,0.0,0.4215,Positive
3163,I also made it using two handkerchief it's easy,2020-05-06 14:51:52+00:00,NiTiN32373484,0,0.0,0.4404,Positive
3164,"NSafe mask enhances protection to the wearer through three different mechanisms: mechanical filtration, antimicrobial decontamination and repulsion of aerosol droplets.",2020-05-06 14:44:07+00:00,iitdelhi,2,1.0,0.0,Neutral
3165,"An #IITDelhi startup ""Nanosafe Solutions"" has launched an antimicrobial and washable face mask ""NSafe"", which is reusable up to 50 launderings, thus greatly cutting down the cost of use. #IndiaFightsCOVID19 Details- http://www.iitd.ac.in/content/iit-delhi-startup-launches-%E2%80%98reusable-antimicrobial-mask%E2%80%99",2020-05-06 14:44:07+00:00,iitdelhi,22,1.0,0.1045,Positive
3166,.@iitdelhi startup launches reusable antimicrobial face mask https://www.businessinsider.in/india/news/iit-delhi-startup-launches-reusable-antimicrobial-face-mask/articleshow/75576810.cms #IITDelhi,2020-05-06 14:30:00+00:00,BiIndia,1,0.0,0.0,Neutral
3167,IIT Delhi mechanic engineering nibbas after getting number from DU ,2020-05-06 14:22:16+00:00,Chinmay_2001,1,0.0,0.0772,Positive
3168,"https://indianexpress.com/article/education/iit-delhi-alumnus-professor-jointly-develop-affordable-reusable-antimicrobial-mask-to-fight-coronavirus-6396716/ IIT #Delhi alumnus, professor jointly develop reusable ‘anti-microbial mask’ to fight coronavirus @thebetterindia @IndiaGkTime",2020-05-06 14:05:05+00:00,hemant_smile,0,0.0,-0.3818,Negative
3169,Madam I am Prince sharma from jhotwara Jaipur district Rajasthan madam why you ignored my message all madam I am regulate send message but you ignored me madam,2020-05-06 13:57:22+00:00,Princes76899263,0,0.0,-0.5574,Negative
3170,"India's Top Tech Institute @iitdelhi Start-Up Launches Reusable Antimicrobial face mask ""NSafe"". @iitdaa",2020-05-06 13:47:29+00:00,advityabahl,1,0.0,0.2023,Positive
3171,"thanks for suggestion pathan, I will take care of it on my own. you are from law background, hope know better what I am talking about. :P",2020-05-06 13:45:03+00:00,rishi_dayanand,0,0.0,0.9278,Positive
3172,Lol I'm just a student from IIT Delhi and currently at Chicago Booth. Hardly IT cell.,2020-05-06 13:30:34+00:00,thisidismine,0,0.0,0.4215,Positive
3173,#Sanitisation #IITDelhi campus #IndiaFightsCorona,2020-05-06 13:19:45+00:00,iitdelhi,5,1.0,0.0,Neutral
3174,#Sanitisation #IITDelhi campus #IndiaFightsCOVID19,2020-05-06 13:18:38+00:00,iitdelhi,3,1.0,0.0,Neutral
3175,#FightAgainstCoronavirus #Sanitisation @#IITDelhi campus ,2020-05-06 13:18:27+00:00,iitdelhi,10,1.0,0.0,Neutral
3176,PNB Housing Finance signs MoU with IIT Delhi to develop PPE kits https://www.dsij.in/DSIJArticleDetail/ArtMID/10163/ArticleID/12734/PNB-Housing-Finance-signs-MoU-with-IIT-Delhi-to-develop-PPE-kits,2020-05-06 13:15:41+00:00,DSIJ,0,0.0,0.0,Neutral
3177,IIT Delhi startup launches 'Reusable Antimicrobial Mask' https://bit.ly/3b8Lfn9 #startups #leanstartups,2020-05-06 12:55:25+00:00,noliosinc,0,0.0,0.0,Neutral
3178,IIT-Delhi startup launches reusable antimicrobial mask https://theenglishpost.com/iit-delhi-startup-launches-reusable-antimicrobial-mask/ #IITDelhi #mask,2020-05-06 12:44:56+00:00,thenglishpost,0,0.0,0.0,Neutral
3179,"PNB Housing Finance signs MoU with IIT Delhi to develop reusable PPE kits: Hi India New Delhi [India], May 6 (ANI): PNB Housing Finance Ltd (PNBHFL) on Wednesday signed a memorandum of understanding with Indian Institute of… https://hiindia.com/blog/2020/05/06/pnb-housing-finance-signs-mou-with-iit-delhi-to-develop-reusable-ppe-kits/?utm_source=dlvr.it&amp;utm_medium=twitter | http://hiindia.com",2020-05-06 12:41:02+00:00,hiindia,0,0.0,0.0,Neutral
3180,IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ https://ift.tt/2YGeYRB,2020-05-06 12:24:15+00:00,fourthscreenedu,0,0.0,0.0,Neutral
3181,PNB Housing Finance inks MoU with IIT Delhi to develop PPE Kits @PNBHFLChennai @iitdelhi http://newsstories.in/pnb-housing-finance-inks-mou-with-iit-delhi-to-develop-ppe-kits/business/1046/ #MoU #COVID19India #CoronavirusOutbreakindia #Lockdown3,2020-05-06 12:22:25+00:00,NewsStoriesIN,0,0.0,0.0,Neutral
3182,Thanks @iitdelhi for rolling back fee hike .,2020-05-06 12:21:47+00:00,Hellosmartboy,0,0.0,0.4404,Positive
3183,PNB Housing Finance signs MoU with IIT Delhi to develop PPE kits https://bit.ly/3fk3fyh,2020-05-06 12:04:48+00:00,DSIJ,0,0.0,0.0,Neutral
3184,"Appears to be costly,it’s country’s made?",2020-05-06 12:02:39+00:00,Sibghat81305880,0,0.0,0.0,Neutral
3185,Address of Availability?,2020-05-06 12:01:17+00:00,ravee_120159,0,0.0,0.0,Neutral
3186,"With increasing demand for face masks to contain transmission of deadly #COVID19 virus, an IIT-Delhi (@iitdelhi) startup has launched an antimicrobial and washable face mask that can be reused upto 50 launderings. #COVIDー19",2020-05-06 12:01:11+00:00,ians_india,1,0.0,0.0,Neutral
3187,IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ ,2020-05-06 11:58:07+00:00,KamleshSingad6,0,0.0,0.0,Neutral
3188,IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ ,2020-05-06 11:46:11+00:00,KamleshSingad6,0,0.0,0.0,Neutral
3189,Great initiative guys . Let's hope for the best with the help of this ,2020-05-06 11:44:04+00:00,varuntri98,0,0.0,0.9313,Positive
3190,The masks will be available at a cost of Rs 299 for a pack of two @iitdelhi ,2020-05-06 11:37:12+00:00,ieeducation_job,7,0.0,0.0,Neutral
3191,"@rajandang3 Hi, My partner &amp; I hope for a 10 minutes con-call please, with you sometime to discuss mutual win-win opportunities. I'm from IIT Delhi Class of 1983 Electrical Engg – IT. We can also explore how to leverage more value for your own Mandate ! Thanks, Sanjay.",2020-05-06 11:26:04+00:00,SANJAYB76484241,0,0.0,0.9133,Positive
3192,"@bankavarun Hi, My partner &amp; I hope for a 10 minutes con-call please, with you sometime to discuss mutual win-win opportunities. I'm from IIT Delhi Class of 1983 Electrical Engg – IT. We can also explore how to leverage more value for your own Mandate ! Thanks, Sanjay.",2020-05-06 11:22:09+00:00,SANJAYB76484241,0,0.0,0.9133,Positive
3193,This is all good to hear BS !! Media went all gaga over @MylabSolutions kit and the @iitdelhi covid-19 detection kit. Inspite we have been struggling to hit 1L tests per day...,2020-05-06 11:02:19+00:00,shishirgandhi,0,0.0,0.1739,Positive
3194,"Meet Anshuman, The new Sales and marketing person! Persuing Master in business administration from @iitdelhi Working on generating unique sales plans, creating engaging advertisements, emails, and promotional literature, developing pricing strategies... #newhire #interns",2020-05-06 10:43:14+00:00,social_notebook,0,0.0,0.5983,Positive
3195,"@pranesh_zunroof Hi, My partner &amp; I hope for a 10 minutes con-call please, with you sometime to discuss mutual win-win opportunities. I'm from IIT Delhi Class of 1983 Electrical Engg – IT. We can also explore how to leverage more value for your own Mandate ! Thanks, Sanjay.",2020-05-06 10:40:31+00:00,SANJAYB76484241,0,0.0,0.9133,Positive
3196,IIT Delhi Is Planning To Distribute 1 Lakh Face Shields &amp; Here's How You Can Help!!!! ,2020-05-06 10:30:00+00:00,SoDelhi,2,0.0,0.5951,Positive
3197,Thanks Mam for another good http://news.it has been identified from Sentinel Surveillance. Hopefully we will see the new Dawn.,2020-05-06 10:28:34+00:00,SwadeshDeepak5,0,0.0,0.8176,Positive
3198,"You keep on saying that I don't have any idea of what I am talking about. I am from IIT Delhi, Chicago Booth, reviewed the UN handbook on privacy preserving techniques. But when asked to prove your claims, you ran away like a coward with your tail between your legs. ",2020-05-06 10:16:45+00:00,thisidismine,0,0.0,-0.1901,Negative
3199,"Not all of us can do great things, but we can do small things with great love. - Mother Teresa Let us do our bit. Donate and support our campaign TogetherWeCare. Donationlink https://ketto.org/fundraiser/doctors-need-uspolice-in-danger-help-us-fight-them-the-corona-battle?payment=form #TogetherWeCare #COVID19India @fundsforngos @AIIndia @iitdaa @iitdelhi",2020-05-06 10:11:42+00:00,EnactusIITD,0,0.0,0.9615,Positive
3200,IIT Delhi startup launches ‘Reusable Antimicrobial Mask’ ,2020-05-06 10:10:24+00:00,indiaedudiary,0,0.0,0.0,Neutral
3201,Hey guys! Check out our campaign video and keep supporting our campaign TogetherWeCare https://youtu.be/ig5Yjl8ittU #TogetherWeCare #COVID19India #COVIDWarriors . . @fundsforngos @iitdaa @iitdelhi @AIIndia,2020-05-06 10:08:41+00:00,EnactusIITD,0,0.0,0.4926,Positive
3202,Kanishk Kataria who topped UPSC CSE He got AIR 44 in IIT JEE AIR 2 was from IIT guwahati AIR 4 was from IIT Bombay 2 more in top 10 were from IIT Bombay Lav Agarwal is from iit delhi Vijay nehra us from iit bombay,2020-05-06 09:48:25+00:00,Chinmay_2001,0,0.0,0.2682,Positive
3203,"That's a good news, Oh almighty God,may this virus fades away",2020-05-06 09:41:30+00:00,RajeshK51524489,0,0.0,0.4404,Positive
3204,"Interesting finding by virologist in Arizona ,US they noticed 81 nucleotide deletion in CoV2 , they say they saw similar change in SARS virus before it faded out #coronaupdates @ICMRDELHI @iitdelhi #COVID19 #coronavirusinindia #2019nCoV",2020-05-06 09:39:13+00:00,DrSwatiShow,2,0.0,0.4019,Positive
3205,"DC Tawang took a review meeting with SP,DMO,Magistrates and health officials regarding fight against #COVID19 @PemaKhanduBJP @TseringTashis @CSArunachal @Parthi25017671 @gupta_iitdelhi @MyGovArunachal @ArunachalDIPR",2020-05-06 09:37:35+00:00,diprotawang,0,0.0,-0.3818,Negative
3206,The @pnbindia Housing Finance signed a memorandum of understanding with @iitdelhi to support critical #RandD of a unique prototype material to be used in manufacturing personal protective equipment Read more: http://bit.ly/35AuAaV ,2020-05-06 09:09:59+00:00,Xpress_edex,0,0.0,0.1027,Positive
